field	value	known_to_og_impkimmo
root	`quenchless	NO
root	`quench	NO
root	`querulous	NO
root	`query	NO
root	que-sera-sera	NO
root	question`naire	NO
root	`question	NO
root	`quest	NO
root	quet`zal	NO
root	`queue	NO
root	`quibble	NO
root	`quicklime	NO
root	`quick	NO
root	`quicksand	NO
root	`quicksilver	NO
root	`quickstep	NO
root	`quid	NO
root	quid-pro-quo	NO
root	qui`escent	NO
root	`quiet	NO
root	`quietude	NO
root	qui`etus	NO
root	`quill	NO
root	`quilt	NO
root	`quince	NO
root	`quinine	NO
root	quin`tessence	NO
root	quintes`sential	NO
root	quin`tet	NO
root	`quintic	NO
root	quin`tillion	NO
root	`quint	NO
root	quin`tuplet	NO
root	`quip	NO
root	`quirk	NO
root	`quirt	NO
root	`quite	NO
root	`quit	NO
root	`Quito	NO
root	`quiver	NO
root	quix`otic	NO
root	`quiz	NO
root	`quod	NO
root	`quonset	NO
root	`quorum	NO
root	`quota	NO
root	`quote	NO
root	`quoth	NO
root	`quotient	NO
root	Qur'an	NO
root	`rabbi	NO
root	`rabbit	NO
root	`rabble	NO
root	`rabid	NO
root	`rabies	NO
root	rac`coon	NO
root	`race	NO
root	`racetrack	NO
root	`raceway	NO
root	`racket	NO
root	`rackety	NO
root	`rack	NO
root	racon`teur	NO
root	ra`coon	NO
root	`racy	NO
root	`radar	NO
root	`radial	NO
root	`radian	NO
root	`radiate	NO
root	`radical	NO
root	radio`active	NO
root	radioas`tronomy	NO
root	radio`carbon	NO
root	radio`chemistry	NO
root	`radiogram	NO
root	radi`ography	NO
root	radi`ology	NO
root	radi`ometer	NO
root	`radio	NO
root	`radiosonde	NO
root	radio`sterilize	NO
root	radio`telegraph	NO
root	radio`telephone	NO
root	radio`therapy	NO
root	`radish	NO
root	`radium	NO
root	`radius	NO
root	`radix	NO
root	`radon	NO
root	`raffish	NO
root	`raffle	NO
root	`raft	NO
root	`ragamuffin	NO
root	`rage	NO
root	`ragged	NO
root	`rag	NO
root	ra`gout	NO
root	`ragweed	NO
root	`raid	NO
root	`railbird	NO
root	`railhead	NO
root	`raillery	NO
root	`rail	NO
root	`railroad	NO
root	`railway	NO
root	`raiment	NO
root	`rainbow	NO
root	`raincoat	NO
root	`raindrop	NO
root	`rainfall	NO
root	`rain	NO
root	`rainstorm	NO
root	`raise	NO
root	`raisin	NO
root	raison-d'etre	NO
root	`rajah	NO
root	`raj	NO
root	`rake	NO
root	`rakish	NO
root	`Raleigh	NO
root	`rally	NO
root	`Ramadan	NO
root	`ramble	NO
root	ram`bunctious	NO
root	`ramify	NO
root	`ram	NO
root	`rampage	NO
root	`rampant	NO
root	`rampart	NO
root	`ramp	NO
root	`ramrod	NO
root	`ranch	NO
root	`rancho	NO
root	`rancid	NO
root	`rancor	NO
root	`rancour	NO
root	`random	NO
root	`randy	NO
root	`rangeland	NO
root	`range	NO
root	Ran`goon	NO
root	`rangy	NO
root	`rankle	NO
root	`rank	NO
root	`ransack	NO
root	`ransom	NO
root	`rant	NO
root	ra`pacious	NO
root	`rape	NO
root	`rapid	NO
root	`rapids	NO
root	`rapier	NO
root	`rap	NO
root	rap`pel	NO
root	rap`port	NO
root	rapproche`ment	NO
root	rap`scallion	NO
root	`rapt	NO
root	`raptor	NO
root	`rapture	NO
root	`rarefy	NO
root	`rare	NO
root	`rascal	NO
root	`rash	NO
root	`raspberry	NO
root	`rasp	NO
root	`raster	NO
root	`ratchet	NO
root	`rate	NO
root	`ratepayer	NO
root	`rather	NO
root	`ratify	NO
root	rati`ocinate	NO
root	ratio`nale	NO
root	`ration	NO
root	`ratio	NO
root	`rat	NO
root	`rattle	NO
root	`rattlesnake	NO
root	`raucous	NO
root	`raunchy	NO
root	`ravage	NO
root	`ravel	NO
root	`raven	NO
root	`rave	NO
root	`ravenous	NO
root	ra`vine	NO
root	`ravish	NO
root	`rawhide	NO
root	`raw	NO
root	`ray	NO
root	`raze	NO
root	`razorback	NO
root	`razor	NO
root	razzle-`dazzle	NO
root	`razz	NO
root	`reach	NO
root	re`actionary	NO
root	re`act	NO
root	`read	NO
root	`readout	NO
root	`ready	NO
root	`realm	NO
root	`real	NO
root	`realtor	NO
root	`realty	NO
root	`ream	NO
root	`reap	NO
root	`rear	NO
root	`reason	NO
root	re`barbative	NO
root	`rebate	NO
root	`rebel	NO
root	re`bel	NO
root	re`buff	NO
root	re`buke	NO
root	re`but	NO
root	re`calcitrant	NO
root	re`cant	NO
root	re`ceipt	NO
root	re`ceive	NO
root	`recent	NO
root	re`ceptacle	NO
root	`recess	NO
root	re`cess	NO
root	re`cherche	NO
root	re`cidivism	NO
root	re`cidivist	NO
root	`recipe	NO
root	re`ciprocal	NO
root	re`ciprocate	NO
root	reci`procity	NO
root	recita`tive	NO
root	`reckless	NO
root	`reckon	NO
root	re`cline	NO
root	`recluse	NO
root	re`clusive	NO
root	`recognise	NO
root	`recognize	NO
root	re`combinant	NO
root	`recompence	NO
root	`recompense	NO
root	`reconcile	NO
root	`recondite	NO
root	re`connaissance	NO
root	recon`noiter	NO
root	recon`noitre	NO
root	`record	NO
root	re`cord	NO
root	re`coup	NO
root	re`cover	NO
root	re`criminate	NO
root	re`cruit	NO
root	`rectangle	NO
root	rectifi`cation	NO
root	`rectify	NO
root	recti`linear	NO
root	`rectitude	NO
root	`recto	NO
root	`rector	NO
root	`rectory	NO
root	`rectum	NO
root	re`cumbent	NO
root	re`cuperate	NO
root	re`cur	NO
root	re`curse	NO
root	`recusant	NO
root	re`cuse	NO
root	re`dact	NO
root	`redbird	NO
root	`redbud	NO
root	`redcoat	NO
root	re`deem	NO
root	`redhead	NO
root	`redneck	NO
root	`red	NO
root	re`dound	NO
root	`redskin	NO
root	re`duce	NO
root	re`dundant	NO
root	`redwood	NO
root	`reed	NO
root	`reef	NO
root	`reek	NO
root	`reel	NO
root	re`fect	NO
root	refer`ee	NO
root	refer`endum	NO
root	re`fer	NO
root	re`fine	NO
root	re`flect	NO
root	re`flexive	NO
root	`reflex	NO
root	re`form	NO
root	re`fract	NO
root	refrac`tometer	NO
root	re`frain	NO
root	re`fresh	NO
root	re`frigerate	NO
root	`refuge	NO
root	re`fulgent	NO
root	`refund	NO
root	re`fund	NO
root	re`fuse	NO
root	re`fute	NO
root	re`gale	NO
root	re`galia	NO
root	`regal	NO
root	re`gard	NO
root	re`gards	NO
root	re`gatta	NO
root	`regency	NO
root	`regent	NO
root	`regimen	NO
root	re`gime	NO
root	`regiment	NO
root	`region	NO
root	`register	NO
root	`registrate	NO
root	`regress	NO
root	re`gress	NO
root	re`gret	NO
root	`regular	NO
root	`regulate	NO
root	re`gurgitate	NO
root	reha`bilitate	NO
root	re`hearse	NO
root	`reign	NO
root	reim`burse	NO
root	`reindeer	NO
root	rein`force	NO
root	`rein	NO
root	`reject	NO
root	re`ject	NO
root	re`joice	NO
root	re`joinder	NO
root	re`juvenate	NO
root	re`late	NO
root	re`lax	NO
root	`relay	NO
root	re`lay	NO
root	re`lease	NO
root	re`lent	NO
root	`relevant	NO
root	`relic	NO
root	`relict	NO
root	re`lief	NO
root	re`lieve	NO
root	re`ligion	NO
root	religi`osity	NO
root	re`ligious	NO
root	re`linquish	NO
root	re`liquary	NO
root	`relish	NO
root	re`luctant	NO
root	re`ly	NO
root	re`mainder	NO
root	re`main	NO
root	re`mains	NO
root	re`mand	NO
root	re`mark	NO
root	`remedy	NO
root	re`member	NO
root	re`mind	NO
root	remi`nisce	NO
root	re`mit	NO
root	`remnant	NO
root	re`monstrate	NO
root	re`morse	NO
root	re`mote	NO
root	re`move	NO
root	re`munerate	NO
root	`renaissance	NO
root	`renal	NO
root	`render	NO
root	`rendezvous	NO
root	`rend	NO
root	`renegade	NO
root	re`nege	NO
root	re	NO
root	re`nounce	NO
root	`renovate	NO
root	re`nown	NO
root	`rent	NO
root	re`nunciate	NO
root	re`pairman	NO
root	re`pair	NO
root	repar`tee	NO
root	`repast	NO
root	re`patriate	NO
root	re`peat	NO
root	re`pel	NO
root	re`pent	NO
root	`repertoire	NO
root	`repertory	NO
root	re`plenish	NO
root	re`plete	NO
root	`replica	NO
root	`replicate	NO
root	re`plicate	NO
root	`rep	NO
root	re`port	NO
root	re`pository	NO
root	repre`hend	NO
root	repre`sent	NO
root	re`press	NO
root	re`prieve	NO
root	`reprimand	NO
root	re`prise	NO
root	re`proach	NO
root	re`prove	NO
root	`reptile	NO
root	re`public	NO
root	re`pudiate	NO
root	re`pugnant	NO
root	re`pulse	NO
root	re`pute	NO
root	re`quest	NO
root	`requiem	NO
root	re`quire	NO
root	`requisite	NO
root	requi`sition	NO
root	re`quite	NO
root	re`scind	NO
root	`rescue	NO
root	re`semble	NO
root	re`sent	NO
root	re`serpine	NO
root	re`serve	NO
root	`reservoir	NO
root	re`side	NO
root	`resident	NO
root	re`sidual	NO
root	`residue	NO
root	re`siduum	NO
root	re`sign	NO
root	re`sile	NO
root	`resin	NO
root	re`sist	NO
root	`resolute	NO
root	re`solve	NO
root	`resonant	NO
root	`resonate	NO
root	re`sorcinol	NO
root	re`sort	NO
root	re`sound	NO
root	`resource	NO
root	re`spect	NO
root	`respirate	NO
root	re`spire	NO
root	`respite	NO
root	re`splendent	NO
root	re`spond	NO
root	re`sponse	NO
root	`responsible	NO
root	re`sponsible	NO
root	restauran`teur	NO
root	`restaurant	NO
root	restaura`teur	NO
root	`restitute	NO
root	`restive	NO
root	`rest	NO
root	re`store	NO
root	re`strain	NO
root	re`straint	NO
root	re`strict	NO
root	`restroom	NO
root	re`sult	NO
root	`resume	NO
root	re`sume	NO
root	re`surge	NO
root	resur`rect	NO
root	re`suscitate	NO
root	`retail	NO
root	re`tain	NO
root	re`taliate	NO
root	re`tard	NO
root	`retch	NO
root	`reticent	NO
root	re`ticulate	NO
root	re`ticulum	NO
root	`retina	NO
root	`retinue	NO
root	re`tire	NO
root	re`tort	NO
root	re`tract	NO
root	re`trench	NO
root	retri`bution	NO
root	re`tributive	NO
root	re`trieve	NO
root	retro`cede	NO
root	`retrograde	NO
root	retro`gress	NO
root	`retrospect	NO
root	retro`version	NO
root	re`veal	NO
root	`revel	NO
root	re`venge	NO
root	`revenue	NO
root	re`verberate	NO
root	`reverend	NO
root	re`vere	NO
root	`reverie	NO
root	re`verse	NO
root	re`vert	NO
root	re`vile	NO
root	re`vise	NO
root	re`vive	NO
root	`rev	NO
root	re`voke	NO
root	re`volt	NO
root	revo`lution	NO
root	re`volve	NO
root	re`vue	NO
root	re`vulsion	NO
root	`Reykjavik	NO
root	`rhapsody	NO
root	`rhenium	NO
root	rhe`ology	NO
root	`rheostat	NO
root	`rhesus	NO
root	`rhetoric	NO
root	`rheuma	NO
root	`rheumatism	NO
root	`rheum	NO
root	`Rhine	NO
root	`rhinestone	NO
root	rhi`noceros	NO
root	`rhino	NO
root	`Rhode	NO
root	Rho`desia	NO
root	`rhodium	NO
root	rhodo`dendron	NO
root	`rhombic	NO
root	rhombo`hedral	NO
root	`rhombus	NO
root	rho	NO
root	`rhubarb	NO
root	`rhyme	NO
root	`rhythm	NO
root	ri`bald	NO
root	`ribbon	NO
root	`rib	NO
root	`riboflavin	NO
root	ribonu`cleic	NO
root	`rice	NO
root	`riches	NO
root	`Richmond	NO
root	`rich	NO
root	`rickets	NO
root	`rickety	NO
root	`rick	NO
root	`rickshaw	NO
root	`ricochet	NO
root	`rictus	NO
root	`riddle	NO
root	`ride	NO
root	`ridge	NO
root	`ridgepole	NO
root	`ridicule	NO
root	`rid	NO
root	`rife	NO
root	`riffle	NO
root	`riffraff	NO
root	`rifle	NO
root	`rift	NO
root	`righteous	NO
root	`right-hand	NO
root	`righthand	NO
root	`right	NO
root	`rigid	NO
root	`rigmarole	NO
root	`rig	NO
root	rigor-mortis	NO
root	`rigor	NO
root	`rigour	NO
root	`rile	NO
root	`rill	NO
root	`rime	NO
root	`rim	NO
root	`rind	NO
root	`ringleader	NO
root	`ringmaster	NO
root	`ring	NO
root	`ringside	NO
root	`rink	NO
root	`rinky-dink	NO
root	`rinse	NO
root	`riot	NO
root	ri`parian	NO
root	`ripe	NO
root	`rip	NO
root	`ripoff	NO
root	`ripple	NO
root	`rise	NO
root	`risible	NO
root	`risk	NO
root	ris`que	NO
root	`rite	NO
root	`ritual	NO
root	`rival	NO
root	`rive	NO
root	`riverbank	NO
root	`riverbed	NO
root	`riverfront	NO
root	`river	NO
root	`riverside	NO
root	`rivet	NO
root	`rivulet	NO
root	Ri`yadh	NO
root	`roach	NO
root	`roadbed	NO
root	`roadblock	NO
root	`roadhouse	NO
root	`road	NO
root	`roadside	NO
root	`roadway	NO
root	`roam	NO
root	`roar	NO
root	`roast	NO
root	`robe	NO
root	`robin	NO
root	`rob	NO
root	`robot	NO
root	ro`bust	NO
root	`Rochester	NO
root	`rockbound	NO
root	`rocket	NO
root	`rock	NO
root	ro`coco	NO
root	`rodent	NO
root	`rodeo	NO
root	`rod	NO
root	`roebuck	NO
root	`roe	NO
root	`rogue	NO
root	`roil	NO
root	`roister	NO
root	`role	NO
root	`rollback	NO
root	`rollick	NO
root	`roll	NO
root	roly-`poly	NO
root	`romance	NO
root	Ro`mania	NO
root	ro`mantic	NO
root	`Rome	NO
root	`romp	NO
root	`rondo	NO
root	`rood	NO
root	`roof	NO
root	`rooftop	NO
root	`rookie	NO
root	`rook	NO
root	`rooky	NO
root	`roommate	NO
root	`room	NO
root	`roost	NO
root	`root	NO
root	`rope	NO
root	`rosary	NO
root	`rosebud	NO
root	`rosebush	NO
root	`rosemary	NO
root	`rose	NO
root	ro`sette	NO
root	`rosin	NO
root	`roster	NO
root	`rostrum	NO
root	`rotary	NO
root	`rotate	NO
root	`rote	NO
root	`rot	NO
root	rotogra`vure	NO
root	`rotor	NO
root	`rototill	NO
root	ro`tunda	NO
root	ro`tund	NO
root	ro`uge	NO
root	`roughneck	NO
root	`rough	NO
root	`roughshod	NO
root	rou`lette	NO
root	`roundabout	NO
root	`roundhouse	NO
root	`round	NO
root	`roundtable	NO
root	`roundup	NO
root	`roundworm	NO
root	`rouse	NO
root	`roustabout	NO
root	`roust	NO
root	`route	NO
root	rou`tine	NO
root	`rout	NO
root	`rove	NO
root	`rowboat	NO
root	`rowdy	NO
root	`row	NO
root	`royal	NO
root	`rubber	NO
root	`rubbish	NO
root	`rubble	NO
root	`rubdown	NO
root	`rubicund	NO
root	ru`bidium	NO
root	`ruble	NO
root	`rub	NO
root	`rubric	NO
root	`ruby	NO
root	`ruckus	NO
root	`rudder	NO
root	`ruddy	NO
root	`rude	NO
root	`rudiment	NO
root	`rue	NO
root	`ruffian	NO
root	`ruffle	NO
root	`ruff	NO
root	`rufous	NO
root	`rugged	NO
root	`rug	NO
root	ruin	NO
root	`rule	NO
root	Ru`mania	NO
root	rumble	NO
root	`rumen	NO
root	`ruminant	NO
root	`ruminate	NO
root	`rummage	NO
root	`rummy	NO
root	`rum	NO
root	`rumor	NO
root	`rumour	NO
root	`rumple	NO
root	`rump	NO
root	`rumpus	NO
root	`runabout	NO
root	`runaway	NO
root	`rundown	NO
root	`rune	NO
root	`rung	NO
root	`run	NO
root	`runoff	NO
root	`runt	NO
root	`runway	NO
root	`rupee	NO
root	`rupture	NO
root	`rural	NO
root	`ruse	NO
root	`rush	NO
root	`russet	NO
root	`Russia	NO
root	`rustic	NO
root	`rustle	NO
root	`rust	NO
root	`rustproof	NO
root	`rutabaga	NO
root	ru`thenium	NO
root	`ruthless	NO
root	ru`tile	NO
root	`rut	NO
root	`Rwanda	NO
root	`rye	NO
root	`sabbath	NO
root	sab`batical	NO
root	`saber	NO
root	`sable	NO
root	`sabotage	NO
root	sabo`teur	NO
root	`sabra	NO
root	`sabre	NO
root	sac`cade	NO
root	`saccharine	NO
root	`saccharin	NO
root	`sachem	NO
root	sa`chet	NO
root	`sackcloth	NO
root	`sack	NO
root	`sac	NO
root	`sacral	NO
root	`sacrament	NO
root	Sacra`mento	NO
root	`sacred	NO
root	`sacrifice	NO
root	`sacrilege	NO
root	`sacrosanct	NO
root	`saddlebag	NO
root	`saddle	NO
root	`sadism	NO
root	`sadist	NO
root	`sad	NO
root	sado`masochism	NO
root	sado`masochist	NO
root	sa`fari	NO
root	`safeguard	NO
root	safe`keeping	NO
root	`safe	NO
root	`safflower	NO
root	`saffron	NO
root	sa`gacious	NO
root	sa`gacity	NO
root	`saga	NO
root	`sagebrush	NO
root	`sage	NO
root	`sagittal	NO
root	Sagit`tarius	NO
root	`sag	NO
root	`sago	NO
root	sa`guaro	NO
root	Sa`hara	NO
root	Sai`gon	NO
root	`sailboat	NO
root	`sailfish	NO
root	`sail	NO
root	`saint	NO
root	`sake	NO
root	`salable	NO
root	sa`lacious	NO
root	`salad	NO
root	`salamander	NO
root	sa`lami	NO
root	`salary	NO
root	`Salem	NO
root	`sale	NO
root	`salesgirl	NO
root	`saleslady	NO
root	`salesman	NO
root	`salesperson	NO
root	`salient	NO
root	`saline	NO
root	`Salisbury	NO
root	sa`liva	NO
root	`sallow	NO
root	`sally	NO
root	`salmon	NO
root	sa`lon	NO
root	sa`loonkeeper	NO
root	sa`loon	NO
root	`salsify	NO
root	`saltbush	NO
root	`salt	NO
root	`saltwater	NO
root	sa`lubrious	NO
root	`salutary	NO
root	sa`lute	NO
root	`Salvador	NO
root	`salvage	NO
root	sal`vation	NO
root	`salve	NO
root	`salver	NO
root	`salvo	NO
root	sa`marium	NO
root	`samba	NO
root	`same	NO
root	Sa`moa	NO
root	`samovar	NO
root	`sample	NO
root	sana`tarium	NO
root	sana`torium	NO
root	`sanctify	NO
root	`sanctimony	NO
root	`sanction	NO
root	`sanctity	NO
root	`sanctuary	NO
root	`sandal	NO
root	`sandalwood	NO
root	`sandbag	NO
root	`sandblast	NO
root	`sanderling	NO
root	`sandman	NO
root	`sand	NO
root	`sandpaper	NO
root	`sandpile	NO
root	`sandpiper	NO
root	`sandstone	NO
root	`sandwich	NO
root	`sane	NO
root	`sanguinary	NO
root	`sanguine	NO
root	san`guineous	NO
root	`sanicle	NO
root	sani`tarium	NO
root	`sanitary	NO
root	`sanitate	NO
root	`sanitize	NO
root	sani`torium	NO
root	`Sanskrit	NO
root	sans	NO
root	Santi`ago	NO
root	`sapiens	NO
root	`sapient	NO
root	`sapling	NO
root	`sap	NO
root	sa`ponify	NO
root	`sapphire	NO
root	`sappy	NO
root	`sapsucker	NO
root	`sarcasm	NO
root	sar`castic	NO
root	sar`coma	NO
root	sar`dine	NO
root	sar`donic	NO
root	`sari	NO
root	sa`rong	NO
root	sarsapa`rilla	NO
root	sa`shay	NO
root	`sash	NO
root	Sas`katchewan	NO
root	`sassafras	NO
root	`sassy	NO
root	`satan	NO
root	`Satan	NO
root	`satchel	NO
root	`satellite	NO
root	`sate	NO
root	`satiable	NO
root	`satiate	NO
root	`satiety	NO
root	`satin	NO
root	`satire	NO
root	satis`factory	NO
root	`satisfy	NO
root	`saturable	NO
root	`saturate	NO
root	`Saturday	NO
root	`Saturn	NO
root	`satyr	NO
root	`sauce	NO
root	`saucepan	NO
root	`saucer	NO
root	`saucy	NO
root	Sa`udi	NO
root	`sauerkraut	NO
root	`sauna	NO
root	`saunter	NO
root	`sausage	NO
root	sau`te	NO
root	sau`terne	NO
root	`savage	NO
root	Sa`vannah	NO
root	sa`vanna	NO
root	sa`vant	NO
root	`save	NO
root	`savior	NO
root	`saviour	NO
root	savoir-faire	NO
root	`savor	NO
root	`savour	NO
root	sa`voy	NO
root	`savvy	NO
root	`sawdust	NO
root	`sawfish	NO
root	`sawfly	NO
root	`sawmill	NO
root	`saw	NO
root	`sawtooth	NO
root	`saxifrage	NO
root	`sax	NO
root	`Saxon	NO
root	`Saxony	NO
root	`saxophone	NO
root	`say	NO
root	`scabbard	NO
root	`scabies	NO
root	`scabious	NO
root	`scab	NO
root	`scabrous	NO
root	`scad	NO
root	`scaffold	NO
root	`scald	NO
root	`scale	NO
root	`scales	NO
root	`scallion	NO
root	`scallop	NO
root	`scalpel	NO
root	`scalp	NO
root	`scam	NO
root	`scamper	NO
root	`scamp	NO
root	`scandal	NO
root	Scandi`navia	NO
root	`scandium	NO
root	`scan	NO
root	`scant	NO
root	`scanty	NO
root	`scapegoat	NO
root	`scapula	NO
root	`scapular	NO
root	`Scarborough	NO
root	`scarce	NO
root	`scarecrow	NO
root	`scare	NO
root	`scarf	NO
root	`scarlet	NO
root	`scar	NO
root	`scathe	NO
root	`scat	NO
root	scato`logic	NO
root	`scatterbrain	NO
root	`scattergun	NO
root	`scatter	NO
root	`scaup	NO
root	`scavenge	NO
root	sce`nario	NO
root	`scene	NO
root	`scent	NO
root	`scepter	NO
root	`sceptic	NO
root	`sceptre	NO
root	`schedule	NO
root	`schema	NO
root	sche`matic	NO
root	`scheme	NO
root	Sche`nectady	NO
root	`scherzo	NO
root	schis`matic	NO
root	`schism	NO
root	`schist	NO
root	`schizoid	NO
root	`schizophrenia	NO
root	schizo`phrenic	NO
root	`schlieren	NO
root	`schnapps	NO
root	scholar	NO
root	scho`lastic	NO
root	`schoolbook	NO
root	`schoolboy	NO
root	`schoolgirl	NO
root	`schoolhouse	NO
root	`schoolmarm	NO
root	`schoolmaster	NO
root	`schoolmate	NO
root	`school	NO
root	`schoolroom	NO
root	`schoolteacher	NO
root	`schoolwork	NO
root	`schooner	NO
root	sci`atica	NO
root	`science	NO
root	scien`tific	NO
root	`scientist	NO
root	`scimitar	NO
root	`scintillate	NO
root	`scion	NO
root	`scissor	NO
root	`scissors	NO
root	`sclera	NO
root	scle`rosis	NO
root	scle`rotic	NO
root	`scoff	NO
root	`scold	NO
root	`sconce	NO
root	`scone	NO
root	`scoop	NO
root	`scoot	NO
root	`scope	NO
root	`scorch	NO
root	`scoreboard	NO
root	`scorecard	NO
root	`score	NO
root	`scoria	NO
root	`scorn	NO
root	`scorpion	NO
root	`Scorpio	NO
root	`scotch	NO
root	`Scotch	NO
root	`Scotland	NO
root	`Scot	NO
root	`Scots	NO
root	`scottish	NO
root	`scoundrel	NO
root	`scourge	NO
root	`scour	NO
root	`scout	NO
root	`scowl	NO
root	`scrabble	NO
root	`scraggly	NO
root	`scraggy	NO
root	`scramble	NO
root	`scram	NO
root	`Scranton	NO
root	`scrapbook	NO
root	`scrape	NO
root	`scrap	NO
root	`scratch	NO
root	`scrawl	NO
root	`scrawny	NO
root	`scream	NO
root	`screech	NO
root	`screed	NO
root	`screen	NO
root	`screenplay	NO
root	`screwball	NO
root	`screwdriver	NO
root	`screw	NO
root	`scribble	NO
root	`scribe	NO
root	`scrimmage	NO
root	`scrim	NO
root	`scrimp	NO
root	`script	NO
root	scrip`torium	NO
root	`scripture	NO
root	`scrivener	NO
root	`scroll	NO
root	`scrooge	NO
root	`scrotum	NO
root	`scrounge	NO
root	`scrubby	NO
root	`scrub	NO
root	`scruffy	NO
root	`scrumptious	NO
root	`scruple	NO
root	`scrutable	NO
root	`scrutiny	NO
root	`scuba	NO
root	`scud	NO
root	`scuffle	NO
root	`scuff	NO
root	`scull	NO
root	`sculpin	NO
root	`sculpt	NO
root	`sculpture	NO
root	`scum	NO
root	`scurrilous	NO
root	`scurry	NO
root	`scurvy	NO
root	`scuttle	NO
root	`scutum	NO
root	`scythe	NO
root	`seaboard	NO
root	`seacoast	NO
root	`seafarer	NO
root	`seafood	NO
root	`seagull	NO
root	`seahorse	NO
root	`seal	NO
root	`seam	NO
root	`seamy	NO
root	`seance	NO
root	`sea	NO
root	`seaport	NO
root	`seaquake	NO
root	`searchlight	NO
root	`search	NO
root	`sear	NO
root	`seashore	NO
root	`seaside	NO
root	`season	NO
root	`seat	NO
root	Se`attle	NO
root	`seawall	NO
root	`seaweed	NO
root	`secant	NO
root	se`cede	NO
root	se`clude	NO
root	`sec	NO
root	`secondhand	NO
root	`second	NO
root	secre`tariat	NO
root	`secretary	NO
root	se`crete	NO
root	`secret	NO
root	`section	NO
root	`sect	NO
root	`sector	NO
root	`secular	NO
root	se`cure	NO
root	se`dan	NO
root	se`date	NO
root	`sedentary	NO
root	`seder	NO
root	`sedge	NO
root	`sediment	NO
root	se`dition	NO
root	se`ditious	NO
root	se`duce	NO
root	`sedulous	NO
root	`seedbed	NO
root	`seed	NO
root	`seek	NO
root	`seemly	NO
root	`seem	NO
root	`see	NO
root	`seep	NO
root	`seersucker	NO
root	`seethe	NO
root	`segment	NO
root	seg`ment	NO
root	`segregant	NO
root	`segregate	NO
root	`Seine	NO
root	`seismic	NO
root	`seismograph	NO
root	seis`mography	NO
root	seis`mology	NO
root	`seize	NO
root	`seldom	NO
root	`selectman	NO
root	se`lect	NO
root	`selenate	NO
root	`selenite	NO
root	se`lenium	NO
root	self`conscious	NO
root	`self	NO
root	self`same	NO
root	`sell	NO
root	`sellout	NO
root	`Selma	NO
root	`seltzer	NO
root	se`mantic	NO
root	`semaphore	NO
root	`semblance	NO
root	se`mester	NO
root	`seminal	NO
root	`seminar	NO
root	`seminary	NO
root	`semi	NO
root	semi`otic	NO
root	`semite	NO
root	semper-fidelis	NO
root	`senate	NO
root	`senator	NO
root	`send	NO
root	`Senegal	NO
root	`senile	NO
root	`senior	NO
root	senor`ita	NO
root	se`nor	NO
root	`sensate	NO
root	`sense	NO
root	`sensible	NO
root	sensori`motor	NO
root	`sentence	NO
root	`sentient	NO
root	`sentiment	NO
root	`sentinel	NO
root	`sentry	NO
root	`Seoul	NO
root	`sepal	NO
root	`separate	NO
root	`sepia	NO
root	`septate	NO
root	Sep`tember	NO
root	sep`tennial	NO
root	sep`tet	NO
root	`septic	NO
root	sep`tillion	NO
root	septuagen`arian	NO
root	`septum	NO
root	`sepulcher	NO
root	`sepulchre	NO
root	`sequel	NO
root	`sequence	NO
root	`sequent	NO
root	se`quester	NO
root	`sequin	NO
root	se`rape	NO
root	`seraph	NO
root	`Serbia	NO
root	`Serb	NO
root	sere`nade	NO
root	seren`dipity	NO
root	se`rene	NO
root	`serf	NO
root	`sergeant	NO
root	`serge	NO
root	se`rial	NO
root	`seriate	NO
root	`series	NO
root	`serif	NO
root	`serious	NO
root	`sermon	NO
root	se`rology	NO
root	`serpent	NO
root	`serum	NO
root	`servant	NO
root	`serve	NO
root	`serviceberry	NO
root	`service	NO
root	servi`ette	NO
root	`servile	NO
root	`servitor	NO
root	`servitude	NO
root	`servomechanism	NO
root	`servomotor	NO
root	`sesame	NO
root	`session	NO
root	`setback	NO
root	`set	NO
root	`setscrew	NO
root	`settle	NO
root	`setup	NO
root	`seven	NO
root	seven`teen	NO
root	`seventy	NO
root	`severalfold	NO
root	`several	NO
root	se`vere	NO
root	`sever	NO
root	`sewage	NO
root	`sewer	NO
root	`sew	NO
root	`sex	NO
root	sex`tet	NO
root	sex`tillion	NO
root	`sexton	NO
root	sex`tuple	NO
root	sex`tuplet	NO
root	Sey`chelles	NO
root	sfor`zando	NO
root	`shabby	NO
root	`shackle	NO
root	`shack	NO
root	`shadbush	NO
root	`shade	NO
root	`shad	NO
root	`shadow	NO
root	`shaft	NO
root	`shagbark	NO
root	`shag	NO
root	`shah	NO
root	`shakedown	NO
root	`shake	NO
root	`Shakespeare	NO
root	`shale	NO
root	shall	NO
root	`shallot	NO
root	`shallow	NO
root	sha`lom	NO
root	`shaman	NO
root	`shamble	NO
root	`shamefaced	NO
root	`shame	NO
root	`sham	NO
root	sham`poo	NO
root	`shamrock	NO
root	`Shanghai	NO
root	`shank	NO
root	`shanty	NO
root	`shape	NO
root	`shard	NO
root	`sharecroper	NO
root	`shareholder	NO
root	`share	NO
root	`shareware	NO
root	`shark	NO
root	`sharp	NO
root	`sharpshooter	NO
root	`shatter	NO
root	`shatterproof	NO
root	`shave	NO
root	`Shavuot	NO
root	`shawl	NO
root	`sheaf	NO
root	`shear	NO
root	`shears	NO
root	`sheathe	NO
root	`sheath	NO
